"","sample","Assemblage","m","Method","Order.q","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","region_year","region_100","endYear"
"29","Ralpine_Y1949","data",100,"Rarefaction",0,54.4141765155413,52.6077844202149,56.2205686108678,0.651764475993037,0.635455692921742,0.668073259064332,"Ralpine_Y1949","alpine",1949
"30","Ralpine_Y1950","data",100,"Rarefaction",0,45.9906382234981,44.2040207319525,47.7772557150438,0.728368228880325,0.710399333353996,0.746337124406654,"Ralpine_Y1950","alpine",1950
"31","Ralpine_Y1951","data",100,"Rarefaction",0,68.6186693937489,67.0023308609887,70.2350079265091,0.495965136862815,0.477218070880758,0.51471220284487,"Ralpine_Y1951","alpine",1951
"32","Ralpine_Y1952","data",100,"Rarefaction",0,56.4526109597,53.8188148017651,59.086407117635,0.609902299729049,0.583546949289457,0.636257650168641,"Ralpine_Y1952","alpine",1952
"33","Ralpine_Y1953","data",100,"Rarefaction",0,44.2270348338089,42.55213635688,45.9019333107378,0.716089230501361,0.700661225283522,0.731517235719199,"Ralpine_Y1953","alpine",1953
"34","Ralpine_Y1954","data",100,"Rarefaction",0,44.2628295747662,42.3659187067664,46.1597404427661,0.690987846901856,0.674769462666677,0.707206231137036,"Ralpine_Y1954","alpine",1954
"35","Ralpine_Y1955","data",100,"Rarefaction",0,40.6737748646662,39.2883143727309,42.0592353566015,0.733600898395175,0.722163886635791,0.745037910154558,"Ralpine_Y1955","alpine",1955
"36","Ralpine_Y1956","data",100,"Rarefaction",0,40.4383660966633,39.0210976396199,41.8556345537067,0.75600901791602,0.742171426283034,0.769846609549005,"Ralpine_Y1956","alpine",1956
"37","Ralpine_Y1957","data",100,"Rarefaction",0,31.896431868042,30.3758120634233,33.4170516726606,0.81743886847396,0.805619528273543,0.829258208674377,"Ralpine_Y1957","alpine",1957
"38","Ralpine_Y1958","data",100,"Rarefaction",0,46.4347702218083,44.5478718431842,48.3216686004323,0.705632612231408,0.688036929836934,0.723228294625882,"Ralpine_Y1958","alpine",1958
"39","Ralpine_Y1959","data",100,"Rarefaction",0,34.6648338961842,33.8213927945398,35.5082749978287,0.778209757291988,0.769900848798695,0.786518665785282,"Ralpine_Y1959","alpine",1959
"40","Ralpine_Y1960","data",100,"Rarefaction",0,54.8317367451274,53.5535690038185,56.1099044864363,0.615410987551294,0.603011264735703,0.627810710366885,"Ralpine_Y1960","alpine",1960
"41","Ralpine_Y1961","data",100,"Rarefaction",0,60.5823992466133,58.8477291308337,62.3170693623929,0.557521306480862,0.541547366826926,0.573495246134798,"Ralpine_Y1961","alpine",1961
"42","Ralpine_Y1962","data",100,"Rarefaction",0,72.9493270556213,71.5364112102822,74.3622429009604,0.454033556781715,0.436983515066409,0.471083598497021,"Ralpine_Y1962","alpine",1962
"43","Ralpine_Y1963","data",100,"Rarefaction",0,50.0995024275379,48.7049870854848,51.494017769591,0.67080782421565,0.658023943166793,0.683591705264507,"Ralpine_Y1963","alpine",1963
"44","Ralpine_Y1964","data",100,"Rarefaction",0,59.6449905997803,58.1047554705678,61.1852257289927,0.574568350038695,0.559830928609187,0.589305771468202,"Ralpine_Y1964","alpine",1964
"45","Ralpine_Y1965","data",100,"Rarefaction",0,64.8143150715638,63.3808700700515,66.2477600730762,0.535829677640826,0.520195113476819,0.551464241804832,"Ralpine_Y1965","alpine",1965
"46","Ralpine_Y1966","data",100,"Rarefaction",0,59.1959212823609,57.7321230201213,60.6597195446004,0.568466733179072,0.554332995343974,0.58260047101417,"Ralpine_Y1966","alpine",1966
"47","Ralpine_Y1967","data",100,"Rarefaction",0,50.5921277367043,49.0719987106406,52.112256762768,0.665808872033543,0.65017809005592,0.681439654011165,"Ralpine_Y1967","alpine",1967
"48","Ralpine_Y1968","data",100,"Rarefaction",0,47.2338277070491,45.6374670035379,48.8301884105603,0.690746717002807,0.675016244877302,0.706477189128311,"Ralpine_Y1968","alpine",1968
"49","Ralpine_Y1969","data",100,"Rarefaction",0,57.1058910763612,55.6901959473734,58.521586205349,0.592873009039475,0.578101589775188,0.607644428303761,"Ralpine_Y1969","alpine",1969
"50","Ralpine_Y1970","data",100,"Rarefaction",0,57.5426615235376,55.924350334244,59.1609727128312,0.611337691239085,0.594626397714793,0.628048984763376,"Ralpine_Y1970","alpine",1970
"51","Ralpine_Y1971","data",100,"Rarefaction",0,63.4782698247564,61.2555185064002,65.7010211431127,0.554055042349437,0.52965470803812,0.578455376660754,"Ralpine_Y1971","alpine",1971
"52","Ralpine_Y1972","data",100,"Rarefaction",0,43.9347703568324,42.7835143519545,45.0860263617102,0.712977084608728,0.702307983517402,0.723646185700053,"Ralpine_Y1972","alpine",1972
"53","Ralpine_Y1973","data",100,"Rarefaction",0,76.9000093091674,75.7856814142933,78.0143372040416,0.404704725987462,0.38965455259606,0.419754899378863,"Ralpine_Y1973","alpine",1973
"54","Ralpine_Y1974","data",100,"Rarefaction",0,72.8396869951805,71.7502781703842,73.9290958199768,0.454762288701034,0.440609416181203,0.468915161220866,"Ralpine_Y1974","alpine",1974
"55","Ralpine_Y1975","data",100,"Rarefaction",0,71.9131835696781,70.8180798449568,73.0082872943994,0.460884799234931,0.447679812045427,0.474089786424435,"Ralpine_Y1975","alpine",1975
"56","Ralpine_Y1976","data",100,"Rarefaction",0,69.5779843755265,68.5500739244659,70.6058948265871,0.489787562793664,0.47708493655367,0.502490189033657,"Ralpine_Y1976","alpine",1976
"57","Ralpine_Y1977","data",100,"Rarefaction",0,68.0462084825683,66.6440429571305,69.448374008006,0.487912909024845,0.473932289714884,0.501893528334807,"Ralpine_Y1977","alpine",1977
"58","Ralpine_Y1978","data",100,"Rarefaction",0,67.4737208479862,66.1813529711518,68.7660887248206,0.506957635482457,0.493078942970816,0.520836327994098,"Ralpine_Y1978","alpine",1978
"59","Ralpine_Y1979","data",100,"Rarefaction",0,64.9026793048826,63.4588672812099,66.3464913285554,0.532435026432042,0.517329674430906,0.547540378433177,"Ralpine_Y1979","alpine",1979
"60","Ralpine_Y1980","data",100,"Rarefaction",0,73.8647625131075,72.6919572420896,75.0375677841253,0.442059147983085,0.426866445678248,0.457251850287922,"Ralpine_Y1980","alpine",1980
"61","Ralpine_Y1981","data",100,"Rarefaction",0,60.5802718711344,58.9063527211844,62.2541910210844,0.588758048681582,0.571863214999408,0.605652882363757,"Ralpine_Y1981","alpine",1981
"62","Ralpine_Y1982","data",100,"Rarefaction",0,49.8814335036838,48.2977781749214,51.4650888324463,0.695578636754788,0.68061553432364,0.710541739185936,"Ralpine_Y1982","alpine",1982
"63","Ralpine_Y1983","data",100,"Rarefaction",0,50.858931040382,49.1933446938057,52.5245173869583,0.683414006742633,0.667287658952774,0.699540354532492,"Ralpine_Y1983","alpine",1983
"64","Ralpine_Y1984","data",100,"Rarefaction",0,59.1674576000055,57.0945086330235,61.2404065669875,0.600386971013852,0.57909053413068,0.621683407897024,"Ralpine_Y1984","alpine",1984
"65","Ralpine_Y1985","data",100,"Rarefaction",0,47.1516338420263,45.514070703067,48.7891969809856,0.690093118286446,0.675352840523226,0.704833396049665,"Ralpine_Y1985","alpine",1985
"66","Ralpine_Y1986","data",100,"Rarefaction",0,58.0301936269639,56.920513164345,59.1398740895828,0.601876241996013,0.590562854346251,0.613189629645776,"Ralpine_Y1986","alpine",1986
"67","Ralpine_Y1987","data",100,"Rarefaction",0,62.5599186395383,60.6262922082487,64.4935450708278,0.529397250968837,0.511433995935816,0.547360506001859,"Ralpine_Y1987","alpine",1987
"68","Ralpine_Y1988","data",100,"Rarefaction",0,63.7554172812593,62.418939997034,65.0918945654845,0.533186691375373,0.51830795913604,0.548065423614706,"Ralpine_Y1988","alpine",1988
"69","Ralpine_Y1989","data",100,"Rarefaction",0,65.9142702660158,65.0639641805895,66.7645763514422,0.513178990438828,0.503467348324213,0.522890632553444,"Ralpine_Y1989","alpine",1989
"70","Ralpine_Y1990","data",100,"Rarefaction",0,76.3664026217061,75.1668529016383,77.5659523417739,0.411341706785004,0.395375549385653,0.427307864184355,"Ralpine_Y1990","alpine",1990
"71","Ralpine_Y1991","data",100,"Rarefaction",0,76.7045948607171,75.9639904805288,77.4451992409055,0.403534239905702,0.393164230092653,0.413904249718751,"Ralpine_Y1991","alpine",1991
"72","Ralpine_Y1992","data",100,"Rarefaction",0,73.1644860335245,72.4320305324558,73.8969415345933,0.450326882843666,0.441148805830519,0.459504959856812,"Ralpine_Y1992","alpine",1992
"73","Ralpine_Y1993","data",100,"Rarefaction",0,75.2232469080362,74.4542939227934,75.9921998932789,0.417187096161043,0.407591589733589,0.426782602588496,"Ralpine_Y1993","alpine",1993
"74","Ralpine_Y1994","data",100,"Rarefaction",0,60.578026917594,59.791670665627,61.364383169561,0.559528460169864,0.551031446220208,0.568025474119519,"Ralpine_Y1994","alpine",1994
"75","Ralpine_Y1995","data",100,"Rarefaction",0,71.6674270769815,70.6905800962337,72.6442740577293,0.460584325261543,0.447981884785314,0.473186765737772,"Ralpine_Y1995","alpine",1995
"76","Ralpine_Y1996","data",100,"Rarefaction",0,74.959055681867,73.9027774941903,76.0153338695437,0.426055196292119,0.412838862202767,0.43927153038147,"Ralpine_Y1996","alpine",1996
"77","Ralpine_Y1997","data",100,"Rarefaction",0,55.3704374383364,54.7946985092375,55.9461763674353,0.638121800372883,0.632699663379285,0.64354393736648,"Ralpine_Y1997","alpine",1997
"78","Ralpine_Y1998","data",100,"Rarefaction",0,71.4717352835005,70.5073242427334,72.4361463242676,0.464061805561504,0.452128355016753,0.475995256106256,"Ralpine_Y1998","alpine",1998
"79","Ralpine_Y1999","data",100,"Rarefaction",0,59.0579643730195,57.9778501517827,60.1380785942564,0.581291578073113,0.570133190942596,0.59244996520363,"Ralpine_Y1999","alpine",1999
"80","Ralpine_Y2000","data",100,"Rarefaction",0,64.4038977295481,63.3976984935112,65.410096965585,0.535239341689564,0.524623564495342,0.545855118883786,"Ralpine_Y2000","alpine",2000
"81","Ralpine_Y2001","data",100,"Rarefaction",0,56.8061617037446,56.1758205254817,57.4365028820074,0.610604891078408,0.604396897750674,0.616812884406142,"Ralpine_Y2001","alpine",2001
"82","Ralpine_Y2002","data",100,"Rarefaction",0,58.6010885055734,57.7621074112002,59.4400695999465,0.572063574836868,0.563849952070614,0.580277197603122,"Ralpine_Y2002","alpine",2002
"83","Ralpine_Y2003","data",100,"Rarefaction",0,49.5824434456303,48.5610869353183,50.6037999559422,0.664169750635223,0.654141983402,0.674197517868447,"Ralpine_Y2003","alpine",2003
"84","Ralpine_Y2004","data",100,"Rarefaction",0,68.4395292717961,67.476762337336,69.4022962062561,0.493606988458059,0.482420722234886,0.504793254681232,"Ralpine_Y2004","alpine",2004
"85","Ralpine_Y2005","data",100,"Rarefaction",0,64.1774306833809,63.3749115352557,64.9799498315061,0.555439278464333,0.546142048736959,0.564736508191706,"Ralpine_Y2005","alpine",2005
"86","Ralpine_Y2006","data",100,"Rarefaction",0,61.6784810971437,61.0897139736929,62.2672482205945,0.597450636379489,0.590604112484819,0.60429716027416,"Ralpine_Y2006","alpine",2006
"87","Ralpine_Y2007","data",100,"Rarefaction",0,65.4418903569081,64.5558596811601,66.3279210326562,0.534744815972664,0.524647440635203,0.544842191310124,"Ralpine_Y2007","alpine",2007
"88","Ralpine_Y2008","data",100,"Rarefaction",0,63.2994004204028,62.5651880468738,64.0336127939318,0.561361793121631,0.553731935069058,0.568991651174203,"Ralpine_Y2008","alpine",2008
"89","Ralpine_Y2009","data",100,"Rarefaction",0,55.5226392523449,54.6145433622964,56.4307351423933,0.623216519115915,0.613198833997914,0.633234204233916,"Ralpine_Y2009","alpine",2009
"90","Ralpine_Y2010","data",100,"Rarefaction",0,43.8241686793824,42.6670140455334,44.9813233132315,0.731925874101151,0.722428885966994,0.741422862235307,"Ralpine_Y2010","alpine",2010
"91","Ralpine_Y2011","data",100,"Rarefaction",0,64.8488191898035,63.0842878266481,66.6133505529589,0.536044889297794,0.517425276509269,0.55466450208632,"Ralpine_Y2011","alpine",2011
"92","Ralpine_Y2012","data",100,"Rarefaction",0,63.0537022943098,62.2464889183481,63.8609156702714,0.546405906801873,0.538023892151682,0.554787921452063,"Ralpine_Y2012","alpine",2012
"93","Ralpine_Y2013","data",100,"Rarefaction",0,68.6933693562977,68.1938494418584,69.192889270737,0.499975123924755,0.49403821887088,0.505912028978629,"Ralpine_Y2013","alpine",2013
"94","Ralpine_Y2014","data",100,"Rarefaction",0,66.1257422793407,65.4847849563011,66.7666996023803,0.534106435951782,0.526537287575172,0.541675584328392,"Ralpine_Y2014","alpine",2014
"95","Ralpine_Y2015","data",100,"Rarefaction",0,66.5508603133071,65.8292426529338,67.2724779736805,0.519063604672254,0.51085958133012,0.527267628014389,"Ralpine_Y2015","alpine",2015
"96","Ralpine_Y2016","data",100,"Rarefaction",0,69.397780347949,68.8522600208691,69.9433006750289,0.494422883238681,0.487874291547967,0.500971474929395,"Ralpine_Y2016","alpine",2016
"97","Ralpine_Y2017","data",100,"Rarefaction",0,69.5786938059522,69.0517862132852,70.1056013986193,0.496511731617734,0.490449502469808,0.502573960765659,"Ralpine_Y2017","alpine",2017
"98","Ralpine_Y2018","data",100,"Rarefaction",0,73.739636569975,73.2872423813786,74.1920307585715,0.443011540918843,0.437315965988055,0.448707115849631,"Ralpine_Y2018","alpine",2018
"99","Ralpine_Y2019","data",100,"Rarefaction",0,72.3719326574712,71.965930722962,72.7779345919804,0.460993068753326,0.455943605425556,0.466042532081096,"Ralpine_Y2019","alpine",2019
"100","Ralpine_Y2020","data",100,"Rarefaction",0,63.7736970002671,63.3061632568615,64.2412307436727,0.56578390837009,0.559967513959033,0.571600302781148,"Ralpine_Y2020","alpine",2020
"101","Ratlantic_Y1921","data",100,"Rarefaction",0,55.3658071924891,54.1750834662459,56.5565309187324,0.668996332008002,0.65681523139101,0.681177432624994,"Ratlantic_Y1921","atlantic",1921
"102","Ratlantic_Y1922","data",100,"Rarefaction",0,60.8199378922822,59.3096709606696,62.3302048238948,0.605830944355352,0.589926911485944,0.62173497722476,"Ratlantic_Y1922","atlantic",1922
"103","Ratlantic_Y1923","data",100,"Rarefaction",0,60.2541099060697,59.0075637828041,61.5006560293352,0.629488461796135,0.616927674342396,0.642049249249874,"Ratlantic_Y1923","atlantic",1923
"104","Ratlantic_Y1924","data",100,"Rarefaction",0,62.5737511826106,61.5354267952847,63.6120755699365,0.605753048316715,0.593882143184334,0.617623953449096,"Ratlantic_Y1924","atlantic",1924
"105","Ratlantic_Y1925","data",100,"Rarefaction",0,63.2135650168547,62.1722507182534,64.2548793154559,0.601816252515338,0.590034000279744,0.613598504750933,"Ratlantic_Y1925","atlantic",1925
"106","Ratlantic_Y1926","data",100,"Rarefaction",0,66.4829796124923,65.5661421870872,67.3998170378974,0.55514100231871,0.544481102562419,0.565800902075001,"Ratlantic_Y1926","atlantic",1926
"107","Ratlantic_Y1927","data",100,"Rarefaction",0,68.8951587406037,67.9599836459037,69.8303338353038,0.525345690355546,0.513560278130687,0.537131102580405,"Ratlantic_Y1927","atlantic",1927
"108","Ratlantic_Y1928","data",100,"Rarefaction",0,69.7677029074974,68.9131558075645,70.6222500074303,0.508822710487026,0.498316447210953,0.519328973763099,"Ratlantic_Y1928","atlantic",1928
"109","Ratlantic_Y1929","data",100,"Rarefaction",0,73.0292617457189,72.1204416722366,73.9380818192011,0.472782580764602,0.460894626478419,0.484670535050785,"Ratlantic_Y1929","atlantic",1929
"110","Ratlantic_Y1930","data",100,"Rarefaction",0,60.7627806134124,59.8237608206998,61.7018004061251,0.586337737292354,0.577498472488913,0.595177002095795,"Ratlantic_Y1930","atlantic",1930
"111","Ratlantic_Y1931","data",100,"Rarefaction",0,69.0675630892236,67.963186993187,70.1719391852603,0.518260219469415,0.504794907463586,0.531725531475243,"Ratlantic_Y1931","atlantic",1931
"112","Ratlantic_Y1932","data",100,"Rarefaction",0,72.7452121063973,71.701523660783,73.7889005520116,0.476127695202223,0.462595863922211,0.489659526482236,"Ratlantic_Y1932","atlantic",1932
"113","Ratlantic_Y1933","data",100,"Rarefaction",0,68.6428202431675,67.496324983104,69.789315503231,0.512694921479957,0.501359482031102,0.524030360928812,"Ratlantic_Y1933","atlantic",1933
"114","Ratlantic_Y1934","data",100,"Rarefaction",0,70.5512472484723,69.5125442205396,71.5899502764051,0.499279042473055,0.486755630439407,0.511802454506704,"Ratlantic_Y1934","atlantic",1934
"115","Ratlantic_Y1935","data",100,"Rarefaction",0,68.4409751363801,67.4055220383389,69.4764282344214,0.515780638296046,0.503858490238379,0.527702786353713,"Ratlantic_Y1935","atlantic",1935
"116","Ratlantic_Y1936","data",100,"Rarefaction",0,75.11008872284,74.5103028635745,75.7098745821056,0.439264566410508,0.431102317821621,0.447426814999395,"Ratlantic_Y1936","atlantic",1936
"117","Ratlantic_Y1937","data",100,"Rarefaction",0,72.5480322067289,71.8318670146474,73.2641973988104,0.454989454017364,0.446482863591195,0.463496044443533,"Ratlantic_Y1937","atlantic",1937
"118","Ratlantic_Y1938","data",100,"Rarefaction",0,74.3468795153128,73.4020146205956,75.29174441003,0.448727238302704,0.436630715215784,0.460823761389623,"Ratlantic_Y1938","atlantic",1938
"119","Ratlantic_Y1939","data",100,"Rarefaction",0,73.5725067336446,72.5907941443912,74.5542193228981,0.443575599073831,0.4321103325425,0.455040865605162,"Ratlantic_Y1939","atlantic",1939
"120","Ratlantic_Y1940","data",100,"Rarefaction",0,56.9896413014212,55.5926769855635,58.3866056172789,0.626125072528064,0.611905534270267,0.64034461078586,"Ratlantic_Y1940","atlantic",1940
"121","Ratlantic_Y1941","data",100,"Rarefaction",0,71.0503181061308,70.2221409257374,71.8784952865242,0.500218771589723,0.4891847067042,0.511252836475246,"Ratlantic_Y1941","atlantic",1941
"122","Ratlantic_Y1942","data",100,"Rarefaction",0,71.7089752328691,70.5446772657936,72.8732731999447,0.486871833938077,0.47204696803519,0.501696699840965,"Ratlantic_Y1942","atlantic",1942
"123","Ratlantic_Y1943","data",100,"Rarefaction",0,69.6628213358237,68.8476736806853,70.477968990962,0.511172340444115,0.501215755135112,0.521128925753118,"Ratlantic_Y1943","atlantic",1943
"124","Ratlantic_Y1944","data",100,"Rarefaction",0,70.9373559002839,69.8520607667818,72.0226510337859,0.491011889472579,0.47848526695222,0.503538511992938,"Ratlantic_Y1944","atlantic",1944
"125","Ratlantic_Y1945","data",100,"Rarefaction",0,73.0842509262095,72.290679097021,73.877822755398,0.468494379999961,0.458002801396571,0.478985958603351,"Ratlantic_Y1945","atlantic",1945
"126","Ratlantic_Y1946","data",100,"Rarefaction",0,75.6647858376071,74.8540337185835,76.4755379566307,0.432966958819305,0.421270969747271,0.444662947891339,"Ratlantic_Y1946","atlantic",1946
"127","Ratlantic_Y1947","data",100,"Rarefaction",0,74.7949417268274,73.796241252087,75.7936422015679,0.437429579470458,0.426011267376033,0.448847891564882,"Ratlantic_Y1947","atlantic",1947
"128","Ratlantic_Y1948","data",100,"Rarefaction",0,74.2497043851697,73.3886213594709,75.1107874108684,0.442106501799242,0.431795601477079,0.452417402121405,"Ratlantic_Y1948","atlantic",1948
"129","Ratlantic_Y1949","data",100,"Rarefaction",0,70.483651581375,69.6521084804161,71.315194682334,0.48796989176968,0.476978555776123,0.498961227763237,"Ratlantic_Y1949","atlantic",1949
"130","Ratlantic_Y1950","data",100,"Rarefaction",0,65.0557482529645,63.8877548197056,66.2237416862233,0.537126602300823,0.525670587788459,0.548582616813187,"Ratlantic_Y1950","atlantic",1950
"131","Ratlantic_Y1951","data",100,"Rarefaction",0,73.8580694345949,72.918580515904,74.7975583532858,0.45749644381579,0.445085855395258,0.469907032236321,"Ratlantic_Y1951","atlantic",1951
"132","Ratlantic_Y1952","data",100,"Rarefaction",0,74.0101060224528,73.2744531113746,74.7457589335311,0.452299535286342,0.442749768663644,0.46184930190904,"Ratlantic_Y1952","atlantic",1952
"133","Ratlantic_Y1953","data",100,"Rarefaction",0,65.8659648084498,64.9329711517872,66.7989584651124,0.53598630532004,0.526694717405833,0.545277893234247,"Ratlantic_Y1953","atlantic",1953
"134","Ratlantic_Y1954","data",100,"Rarefaction",0,61.8433052139824,60.9144389459908,62.7721714819739,0.566727913549564,0.557544534300213,0.575911292798914,"Ratlantic_Y1954","atlantic",1954
"135","Ratlantic_Y1955","data",100,"Rarefaction",0,62.7116843786007,61.4908729272479,63.9324958299534,0.556896336639242,0.543267528271284,0.570525145007199,"Ratlantic_Y1955","atlantic",1955
"136","Ratlantic_Y1956","data",100,"Rarefaction",0,71.7199849934463,70.9449234210104,72.4950465658821,0.477105167574323,0.467537360554826,0.48667297459382,"Ratlantic_Y1956","atlantic",1956
"137","Ratlantic_Y1957","data",100,"Rarefaction",0,59.0608749758992,58.0895795800911,60.0321703717073,0.577958065533902,0.56930232262454,0.586613808443264,"Ratlantic_Y1957","atlantic",1957
"138","Ratlantic_Y1958","data",100,"Rarefaction",0,76.3953500314017,75.5536281412779,77.2370719215256,0.414011391277087,0.403805721700902,0.424217060853272,"Ratlantic_Y1958","atlantic",1958
"139","Ratlantic_Y1959","data",100,"Rarefaction",0,52.7837853110954,51.8286544245082,53.7389161976826,0.618454513901455,0.61038854188959,0.62652048591332,"Ratlantic_Y1959","atlantic",1959
"140","Ratlantic_Y1960","data",100,"Rarefaction",0,49.8621243865548,49.0781389253621,50.6461098477476,0.663968668956718,0.656076837745443,0.671860500167993,"Ratlantic_Y1960","atlantic",1960
"141","Ratlantic_Y1961","data",100,"Rarefaction",0,65.2389350043556,64.3730256403594,66.1048443683517,0.53626339336586,0.527119441250761,0.54540734548096,"Ratlantic_Y1961","atlantic",1961
"142","Ratlantic_Y1962","data",100,"Rarefaction",0,72.9675685253695,72.2434457156761,73.6916913350628,0.461442958631835,0.452479115273469,0.470406801990202,"Ratlantic_Y1962","atlantic",1962
"143","Ratlantic_Y1963","data",100,"Rarefaction",0,60.8196489905606,59.6182366485381,62.021061332583,0.5814205718869,0.569738369690577,0.593102774083222,"Ratlantic_Y1963","atlantic",1963
"144","Ratlantic_Y1964","data",100,"Rarefaction",0,66.2831280270089,65.2985031833996,67.2677528706181,0.547370582927962,0.536030034328584,0.55871113152734,"Ratlantic_Y1964","atlantic",1964
"145","Ratlantic_Y1965","data",100,"Rarefaction",0,68.1529773911185,67.2883242563809,69.0176305258562,0.531397067503817,0.520437680671316,0.542356454336317,"Ratlantic_Y1965","atlantic",1965
